Smell_Source	Smell_Word	Quality	Sentence	Year	Book
loath|d tobacco|Indian Bowl	breath|fragrant|fragrant	grateful|fragrant|fragrant	Of Pot - house snug to visit : wiser he The splendid Tavern haunts , or Coffee - house Of James or Juggins , where the grateful breath Of loath ' d tobacco ne ' er diffus ' d its balm ; But the lewd spendthrift , falsely deem ' d polite , While steams around the fragrant Indian Bowl , Oft damns the vulgar sons of humbler Ale : In vain — the Proctor ' s voice arrests their joys 5 Just fate of wanton pride and loose excess ! Nor less by day delightful is thy draught , All - pow ' rful Ale ! whose sorrow - soothing sweets Oft I repeat in vacant afternoon , When tatter ' d stockings crave my mending hand Not unexperienced ; while the tedious toil Slides unregarded .	1815	bl72152
fumes of tobacco	smell	offensive|obnoxious	The offensive fumes of tobacco rarely annoy the sense of smell ; how different from that obnoxious and detestable practice in Holstein , Hamburg , and Prussia .	1815	bl72154
of tobacco	whiffing		The alehouse is their church , the Irish priests their con - sorts ; their auditors be , Fill and fetch more ; their text Spa - nish sack , their prayers carousing , their singing of psalms whiffing of tobacco , their last blessing aqua vitæ , and all their doctrine sound drunkenness ; And whensoever these parties do meet , their parting is Dane like , from a Dutch pot , and the minister A flattering still purse - bearer , defray eth all charges for the covenant be - priest .	1814	bl72169
Bilsah|of the tobacco	fragrance		The little village of Bilsah , in the Maharrattah country , has been long celebrated , and it should seem not without reason , for the fragrance of the tobacco raised around it .	1810	bl72187
of the tobacco	perfume|fragrance		When about to be used , it is again worked up well ; some , at that time , add a little tincture of musk , or a few grains of that perfume , others prefer pouring a solution of it , or a little rose water , down the snake , at the moment the hookah is introduced : in either case , the fragrance of the tobacco is effectually superceded ; giving ample scope for the hookah - burdar to serve up rank mundungus , ( as bad tobacco is termed , ) in lieu of the supposed , supposed , or perhaps the real , Bilsah .	1810	bl72187
from the burning tobacco	fumes	highly acidulated	The natives smoke cheroots Avithout any precaution precaution whateA ' er to guard the lips and teeth from the highly acidulated fumes derived from the burning tobacco , but when , as has sometimes sometimes been the case , cheroots were brought into fashion , though but for a Avhile , it was found expedient to have small silver or earthen sockets made , to receive the end of the cheroot ; thereby avoiding contact with the tobacco .	1810	bl72187
of tobacco	smell		My daughters are glad to get out at any rate ; and as to my wife , she says , that being ready - dressed , it is a pity to lose the opportunity ; be - sides , it saves her time on a week day : so then you see I have it all my own way , and when I have got rid of the ladies , who are ready to faint at the smell of tobacco , I can venture to smoke a pipe , and drink a sober glass of punch with half - a - dozen friends .	1818	bl72191
tobacco	fragrant|fragrant	fragrant|fragrant	The fragrant tobacco , called Mee / uinasi grows ia Benchassan and near Mequinas .	1812	bl72252
loath|d tobacco|Indian Bowl	breath|fragrant|fragrant	grateful|fragrant|fragrant	58 Of Pot - house snug to visit : wiser he The splendid Tavern haunts , or Coffee - house Of James or Juggins , where the grateful breath Of loath ' d tobacco ne ' er diffus ' d its balm ; But the lewd spendthrift , falsely deem ' d polite , While steams around the fragrant Indian Bowl , Oft damns the vulgar sons of humbler Ale : In vain — the Proctor ' s voice arrests their joys ; Just fate of wanton pride and loose excess ! Nor less by day delightful is thy draught , All - pow ' rful Ale ! whose sorrow - soothing sweets Oft I repeat in vacant afternoon .	1815	bl72267
of the tobacco plant	fumes		The disagreeable effects of these strong esculents are , however , somewhat somewhat checked by the fumes of the tobacco plant , which they are smoking from morning to night .	1813	bl71102
from the Canadian tobacco	snuff|snuff		The snuff produced from the Canadian tobacco is held in great estimation .	1818	bl71170
tobacco l5|tobacco tobacco	stinking|stinking|stinking|stinking	stinking|stinking|stinking|stinking	Fy ! this stinking tobacco l5 kills men ' 6 ! ' would there were none in England ! Now I pray , gentlemen , what good does this stinking tobacco tobacco do you ? nothing , I warrant you ; make cbimnies a your faces ! — Oh , husband , husband , now , husband , now , now ! tbere ' sRalph , there ' sRalph ! Enter Ralph , like a grocer in his shop , with two apprentices , reading Pulmerin Of England .	1811	bl71198
the cacao tree|the cinnamon|pepper|sarsaparilla|vaynilla|scarlet dye|tobacco|tobacco|balsams|Brazil|log - wood|bark|sassafras|aloes|azibar|incense|gums|barks|resins|medicinal medicinal herbs	smelling|smelling	fine smelling|smelling	— Its fields produce every kind of grain , fruit , pulse , herbs , plants , and flowers , native to Europe , besides besides an infinite variety of others peculiar to this climate ; such as the cacao tree , the cinnamon , pepper , sarsaparilla , vaynilla , scarlet dye , tobacco , tobacco , balsams of a thousand kinds , Brazil and log - wood , bark , sassafras , aloes , and azibar ; fine smelling incense , gums , barks , resins , and medicinal medicinal herbs .	1812	bl71328
of tobacco	fumes		Some Turks , who were present , seemed absolutely breathing fumes of tobacco .	1811	bl71448
of tobacco juice|fish|of the natives	effluvium|smell	most powerful|natural	It is these latter only that sing , if that monotonous monotonous and inharmonious noise which I heard on entering may be called singing , where every one strained his throat to the utmost , and gave out at the same time a most powerful effluvium of tobacco juice , which , mixing with the natural fish - like smell of the natives , rendered my stay among them in such a confined place by no means agreeable .	1811	bl71495
particles of tobacco	snuff		On entering , 1 could scarcely breathe , the air was so filled with particles of tobacco ; for they were busily employed in packing up the snuff which they had manufactured .	1818	bl71517
tobacco	snuff		Ali are acquainted with tobacco in the state of snuff , to be taken up the no * & lt ; e , and as it excites a strong titillation on the pituitary membrane , it makes the glands with which this organ is filled contract , and facilitates an abundant evacuation of serous humours ; and from this mechanism , it produces the same effects on the glands of the mouth when smoked or chewed , which makes those who smoke drink frequently .	1812	bl71587
of stale tobacco fumes	smelling	most unpleasantly	When we arrived at the Consul ' s house , we found sitting in a little hot close room , smelling most unpleasantly of stale tobacco fumes , a short corpulent man , about fifty years of age , who began talking to us very loud , as people often do with foreigners , believing them to be deaf : he announced himself to us as our host ; and , from the appearance of everything around him , we expected indifferent accommodation .	1811	bl71608
tobacco	snuff		Smoking tobacco is a very universal practice among all Hindoo males , ( Brahmins ex - eepted , who lake snuff freely ) and Ma - hommedans of both sexes through - out Gujrat .	1815	bl71651
tobacco|mustard|the caper shrub|rhubarb|sassafras|the polipodium fragrans|fern	odoriferous|odoriferous	exceedingly odoriferous|odoriferous	Madder , woad , saffron , and safflower , safflower , are likewise products of this region ; as are tobacco , mustard , the caper shrub , rhubarb , sassafras , and the polipodium fragrans , a beautiful and exceedingly odoriferous fern , and an inexhaustible quantity of salt herbs , which furnish abundance of soda .	1810	bl71831
The tobacco	smell|breath		397 quantity of tobacco , so that their mouths are disgustful in the highest degree both to the smell and the sight : The tobacco taints their breath , and the betel and lime make the teeth not only as black as charcoal , but as rotten too .	1811	bl71960
a small quantity quantity of tobacco|the tobacco	smell		119 to which is added frequently a small quantity quantity of tobacco , whereby their mouths are rendered disgustful both to the sight and the smell ; for the tobacco infects their breath , and the beetle and lime make the teeth both black and rotten .	1815	bl71992
tobacco	whiffs	three	When they have dined a pipe is filled with tobacco , which they smoke all round , every one taking two or three whiffs , and then handing it to the next .	1815	bl71992
fumes|fumes of tobacco	fumes|fumes	slightly narcotic|sedative	Every person knows , indeed , that the fumes of tobacco have a slightly narcotic and a sedative quality , and hence , no doubt , the calm and tranquil stupidity which generally accompanies smoking ; and we are only surprised , that with such facts , obvious to every one , it should ever have been honoured with the reputation of promoting conviviality , and an interchange of sentiments .	1816	bl71999
Many of the trees|gums|oranges|lemons|tobacco|palms	odoriferous|odoriferous	odoriferous|odoriferous	Many of the trees and plants produce odoriferous gums ; and there are plenty of oranges , lemons , tobacco , palms , white pepper , & amp ; c .	1826	bl3163
