Smell_Source	Smell_Word	Quality	Sentence	Year	Book
of tallow candles	smell		411 were painted on the walls , and it was found that people who could sit in a cellar with their heads only four feet below the ceiling could also endure the noise of dancers above and the smell of tallow candles below .	1893	bl05547
of tallow candle	odours	unsavoury	It was rather a foggy day , and a bit of tallow candle burning in a bottle Avas adding another to the unsavoury odours of the room .	1893	bl05637
of candle - grease	smell		You are very hard upon Religion as long as the People go to church , but when ' infidelity begins to smell of candle - grease , ' as Heine says , you vote it vulgar , and talk about Neo - platonism .	1896	bl05728
the candles	snuffing		Clanfrizzle ' s establishment , the ' enfant bleu ' already mentioned , was the only individual of his sex retained , and without for a moment disparaging the ability or attentions of this gifted person , it may yet reasonably be credited , that in waiting on a party of twenty - five or thirty persons at dinner , all of whom he had admitted as porter , and announced as maitre d ' hotel , with the subsequent subsequent detail of his duties in the drawing - room , that Peter , blue Peter — his boarding - house sobriquet — not enjoying the bird - like privilege of ' being in two places at once , ' gave one rather the impression of a person of hasty and fidgety habits — for which nervous tendency the treatment he underwent was certainly injudicious — it being lie invariable custom for each guest to put his services in requisition , perfectly irrespective of all other claims upon him , from whatsoever quarter coming — and then , at the precise moment that the luckless valet was snuffing the candles , he was abused by one for not bringing coal , by another for having carried off his teacup , sent on an expedition expedition for sugar ; by a third for having left the door open , which he had never been near ; and so on to the end of the chapter .	1893	bl05790
one of the long talloAV - candles	snuffed		Pringle echoed the cough , and nervously snuffed out one of the long talloAV - candles , AA - hich Avas guttering upon the table .	1892	bl01051
of candles|from thousands of smouldering incense - sticks	effluvia|odours		All day long circles of constantly renewed worshippers chant aloud the praises of the Buddha , and the air is heavy with the effluvia of candles and the odours from thousands of smouldering incense - sticks .	1896	bl01130
of incense|burning candles	smell		One of the earliest impressions of my life is that of the hush of death in the house , the soft stepping to and fro of the servants , the drawn blinds , the smell of incense and burning candles ; and I remember how , with a beating heart , I , as a little fellow , stopped outside the door of the closed room and whispered , Maman ! petite maman ! in a voice rendered so weak by fright that I myself could scarcely hear it .	1890	bl01214
three|candles	stinking|stinking|badlysnuffed|incense	stinking|stinking	One may see , towards the bottom of the machine , two or three stinking candles , badlysnuffed , badlysnuffed , which , while the great personage dementedly dementedly presents himself swinging in his see - saw , fumigate him with an incense worthy of his dignity , The agitated sea is composed of Such , my cousin , is the august machinery of the Opera , as I have observed it from the pit , with the aid of my glass , for you must not imagine that all this apparatus is hidden , and produces an imposing effect .	1894	bl01239
the two great office candles	snuffing		snuffing the two great office candles in tin candlesticks candlesticks which made the room taste strongly of hot tallow ( the fire had gone out , and there was nothing in the grate but ashes , a bundle of wood , and a poker ) , find me , my dears , as usual , very busy ; but that you will excuse .	1895	bl01436
candles	snuffed		He was a skjlful revolvar shot , and had often snuffed candles with bullets ; and it occurred to him that if the torches were not too firmly secured in the crevices , he might now plunge the place into almost total darkness .	1890	bl01542
candle	smelling|smelling	evil - smelling|smelling|sputtering	Upon tbe table burnt an evil - smelling , sputtering sputtering candle , and around it sat the three pards .	1890	bl01619
of|of a candle	snuff|snuff		The snuff of a candle , or a mischievous dog , might in a moment have deprived the world for ever of any of those fine compositions .	1893	bl01847
Tallow candles|their	odor		Tallow candles were used for illumination purposes and were chiefly noticeable for their odor .	1896	bl01919
of|of the candle	snuff|snuff		The snuff of the candle was gasping and flickering in the stick .	1896	bl07034
the candles	snuff		That were all ; but that were enough for Mr Hale blew his nose , and got up to snuff the candles in Changes at Milton 425 the strike had been an obstacle in Mr Thornton ' s way ; and often , when his eye fell on Higgins , he could have spoken angrily to him without any present cause , just from feeling how serious was the injury that had arisen from this affair in which he was implicated .	1897	bl07145
of a candle	snuff		The snuff of a candle , the wick of a lamp , the bloom on a peach , the down on a butterfly .	1893	bl07193
two kitchen candles|two	snuffed|snuffed		Knag slowly snuffed two kitchen candles on the coimter and two more in the window , and then snuffed himself from a box in his waistcoat pocket .	1893	bl07193
his candles	snuffing		He got nervous and uncomfortable , and used to be always snuffing his candles and staring about him .	1895	bl07258
of wax candles|of violets|of a	scent|fumes		A little while ago the atmosphere in here had been oppressive ; it was heavy still with the scent of wax candles that had not long been extinguished , of violets that had faded in the stifling air , of a censer that had been swung and of which the fumes were now slowly floating out into the village street .	1892	bl07547
one|the candles	snuffing		Mirepoix had taken one of the candles with him , and the other wanted snuffing .	1890	bl07569
the mandrake|fearsome white - flowered orange - berried Devil ' s Candle	fetid|fetid	fetid|fetid	In the story of ' The Seven Sigils * we have the weird mediæval conception of the mandrake — ' that fetid and fearsome white - flowered orange - berried Devil ' s Candle mandragora , engendered in the womb of earth from a gibbetted murderer ' s drippings on the midnight of his death Two armed , two legged — the microcosm caricaturing man , ' that being ' torn perforce out of its mother ' s earth utters a piercing shriek .	1896	bl07655
of a burning candle	snuffs	livid	He bore a strange kind of appetite to snap - dragon , and to the livid snuffs of a burning candle , which he would catch and swallow with an agility wonderful to conceive ; and , by [ Aet .	1892	bl07677
of cheese and soap|bacon|candles|pur|chased a loaf	smelling|fragrance	combined	John poked his head over the half - door into an apartment smelling of a combined fragrance of cheese and soap , and bacon and candles , and pur - chased a loaf .	1895	bl07752
