Smell_Source	Smell_Word	Quality	Sentence	year	Book
ozone	smell		This behaviour is due to the conversion of the oxygen into an allotropic modification , to which the name ozone ( from o ^ eiv , to smell ) has been given .	1891	jw2617206
ozone|its	odour	strong	This modification of oxygen is called ozone ( from its strong odour ) , and consists of three atoms of oxygen condensed so as to occupy the space of two atoms of ordinary oxygen .	1878	jw2610300
ozone	aroma		"""The extensive fir woods , with their shady I paths and seats , which spread over the neighbouring aud some """" hat I higher Ralzerfelde , as well as over the surrounding hills , regulate ithe humidity of the atmosphere and charge it richly with ozone and aroma ."""	1890	jw2610454
Ozone	smell|odor	fresh|highly individual	Physical Properties , â   Ozone ( Greek , to smell ) is a gas of deep blue color , with a fresh , highly individual odor .	1920	jw2610835
ozone|nitrous oxide	odor		This is oxy - gen , ozone ( odor ) , or nitrous oxide ( p .	1920	jw2610835
ozone	smell		â   Papers soaked in mucilage of starch contain - ing iodide of potassium form a test for free chlorine and nitrous acid , and are also employed by meteorologists to detect an allotropic or physically polymeric and energetic form of oxygen , termed by Schonbein ozone ( from o ^ w , ozo , I smell ) .	1885	jw2610866
ozone|its	odour	characteristic	When an electrical machine â   a common frictional machine â   is set in motion , and sparks or flashes are taken from the positive conductor , ozone is developed , and its characteristic odour is readily detected .	1882	jw2613133
ozone	odours	of various kinds	By some writers ozone is named as a possible exciting cause of the disease ; and by others odours of various kinds , especially those given off by plants .	1907	jw2613156
ozone	odor		This odor is due to the conver - sion of a part of the oxygen into an allotropic modification called ozone .	1882	jw263021
it|of ozone	odor	white	When exposed to the air it gives off white fumes , and the odor of ozone is observed .	1882	jw263021
of sea - water|with ozone|organic iodine	aroma|permeating	refreshing	Instantly dissolves in hot or cold water , to which it imparts the full properties and refreshing aroma of sea - water , at the same time permeating the air with ozone and organic iodine .	1933	jw263909
substance|ozone	odoriferous|odoriferous|smell	odoriferous|odoriferous	The odoriferous substance is named ozone ( Greek , ozein , to smell ) .	1915	jw266195
its|ozone	odor		â   Owing to its odor , ozone can be recognized in the air when present in the proportion of only one part to a hun - dred thousand .	1915	jw266195
of ozone	odorless|odorless|odor	odorless|odorless	In its transit a portion of the odorless oxy - gen acquires the odor of ozone and will oxidize substances that resist the pure oxygen .	1915	jw266195
Ozone	odor		Ozone as a gas is bluish , having an odor like that of chlorin .	1915	jw266195
Deodorizers|Dermatol|of|575 protein in|344|Glycerids|Glyceryl trinitrate|Glycoproteins|Glycozone	odor		light , 336 Deliquescence , 84 Deodorizers , 140 Dermatol , 474 Desiccator , 162 Desmoid test , 563 Developers , 336 Deweesâ   carminative , 244 Dew - point , 86 Dextrin , 396 , 444 Dextrorotation , 58 Dextrose , 436 Diabetic urine , 448 Diacetic acid , 427 ether , 446 Dialysis , 92 Dialyzed iron , 342 Dialyzer , 93 Diamin , 485 , 526 Diamino - acids , 532 Diamond , 99 Diastase , 396 , 545 Diazobenzene sulphate , 485 Diazo - compounds , 485 Diazo - reaction in urine , 648 Dibasic acids , 162 Didymium , 117 Diet , purin - free , 498 Dietary standards , 550 Diethylamin , 503 Diffusates , 93 Diffusion , 92 of gases , 92 of liquids , 92 Digestion , 548 , 551 Digitalin , 446 Dihydric phenols , 454 , 464 Dimethylarsinic acid , 488 Dimorphism , 152 Dionin , 519 Diphenyl , 455 , 476 Diphenyl - amin , 476 Dippelâ   s oil , 490 Disaccharids , 439 Disinfectants , 140 , 157 , 407 Dissociants , 132 Dissociation , 127 electrolytic , 95 , 128 hydrolytic , 130 , 189 , , 192 , 198 , 220 , 228 of a dibasic acid , 163 , 182 , 220 of tribasic acid , 188 Distillation , 85 destructive , 393 fractional , 378 Disulphid of carbon , 193 Divisibility , 29 chemical , 109 , 250 Dolomite , 242 Donovanâ   s solution , 287 Double salts , 189 , 254 Dried alum , 255 Drinking - water , 259 chlorinated lime as sterilizing agent for , 261 Ductility , 29 Dyes , coal - tar , harmless , 482 Dynamite , 433 Earths , 252 alkaline , 223 Ecgonin , 509 , 514 Efflorescence , 83 Ehrlichâ   s diazo - reaction , 648 Einhornâ   s stool sieve , 573 Elasticity , 29 Elastin , 535 Electricity , 45 Electrodes , 46 Electrolysis , 50 , 77 , 128 Electrolyte , 50 , 128 Electrolytic dissociation , 95 , 128 Electromotive force , 46 negative bodies , 51 , 112 positive bodies , 51 , 112 Electrons , 46 , 54 , 63 , 109 , in , 251 Element , definition , 63 , m Elementary analysis , 364 Elements , 63 classification of , 117 derivation of names of , 117 metallic , 64 natural groups of , 117 non - metallic , 63 typic , 64 valence of , 117 Emanation from radium , 249 , 252 Emerald green , 291 Emery , 254 Empirical formulas , 112 , 368 Emulsin , 450 , 468 , 546 Emulsion , 429 Endothermic actions , 73 Energy , 73 Jouleâ   s unit of , 74 of alkali metals , 236 of foods , 548 INDEX 661 Energy of hydrogen dioxid , 87 Enterokinase , 565 , 568 Enteroliths , 574 Enzyms , 397 , 543 , 580 classification of , 544 functions of , 543 nomenclature , 545 oxidizing , 581 protective , 547 Eosin , 465 Epiguanin , 496 Epinephrin , 465 Epithelium in urine , 641 Epsom salt , 244 Equations , chemical , 66 , 112 reversible , 82 , 434 thermal , 73 Equilibrium , 82 , 434 of three phases , 43 reaction of , 37 , 83 triple point of , 44 Equivalence , 126 Erbium , 117 Erepsin , 542 , 564 , 565 , 568 Erythrodextrin , 551 Erythrosin , red , 482 Esbachâ   s albuminometer , 562 Esters , 373 , 418 , 428 , 431 , 434 Ethane , 375 , 377 Ethene , 382 Ether , 58 , 404 acetic , 434 ethyl , 404 nitrous , 432 sulphuric , 404 as solvent of alkaloids , 528 detection of , 406 fatal dose of , 406 period of , 406 postmortem appearances after , 406 properties of , 405 symptoms of , 406 toxicology , 406 treatment in poisoning by , 406 Ethereal sulphates , 431 , 604 sulphuric acid , 431 , 604 waves , 58 Ethers , 372 , 403 mixed , 403 simple , 403 Ethine , 384 Ethyl acetate , 83 , 429 , 434 alcohol , 396 bromid , 393 chloricl , 392 ether , 404 hydrogen sulphate , 405 hydroxid , 396 iodid , 393 mercaptan , 415 nitrate , 432 nitrite , 432 Ethyl oxid , 404 sulphid , 431 sulphonic acid , 431 sulphuric acid , 431 Ethylamin , 503 Ethylene , 382 bromid , 393 glycol , 402 Ethylic alcohol , 396 cases of poisoning by , 398 fatal dose of , 399 period of , 399 isolation of , 399 physiologic action of , 398 postmortem appearances after poi - soning by , 399 properties of , 398 symptoms of poisoning by , 398 tests for , 399 treatment in poisoning by , 399 Eucain , 515 Eucalyptol , 457 Euchlorhydria , 555 Eudiometer , 84 Evaporation , 39 Exalgin , 484 Examination , clinical , of gastric con - tents , 553 of milk , 577 of urine , 590 Exothermic actions , 73 Fahrenheitâ   s thermometer , 31 Farad , 49 Faradayâ   s laws , 52 Fat in feces , 575 Fats , 427 Fatty acids , 418 Feces , 573 bile acids in , 577 bile - pigments in , 576 blood in , 576 occult , 576 carbohydrates in , 577 chemical tests , 575 cholesterin in , 575 clinical examination , 574 color of , 574 coproliths , 574 enteroliths , 574 fat in , 575 _ gall - stones in , 574 microscopic examination , 575 odor of , 575 protein in , 577 Fehlingâ   s solution , 618 test , 618 Feldspar , 212 Fermentation , 396 , 448 , 543 Fermented beverages , 398 Fermenting power , 565 INDEX 662 Ferments , 396 , 448 , 543 Ferratin , 339 Ferric acetate , 343 chlorid , 341 citrate , 345 hydrate , 270 , 342 hydroxid , 270 , 342 ions , 340 nitrate , 344 oxid , 342 phosphate , 345 salts , tests for , 348 sulphate , 343 sulphocyanate , 346 tartrate , 345 Ferricyanids , 346 Ferricyanogen , 344 Ferrocyanidion , 346 Ferrocyanids , 346 Ferrocyanogen , 346 Ferrous carbonate , 344 chlorid , 341 hydroxid , 342 iodid , 343 ions , 340 oxid , 342 phosphate , 345 salts , test for , 348 sulphate , 343 sulphid , 343 Ferrous - ferric oxid , 342 Ferro vanadium , 363 Ferrum , 338 Feserâ   s lactoscope , 585 Fibrin , 535 , 540 , 562 , 571 Fibrinogen , 535 , 57 1 Filters , 259 , 261 Pasteur , 261 town , 260 Fire - damp , 374 Flame , structure of , 113 Flame - tests , 222 , 239 , 241 Flashing point , 381 Flash process of sterilizing milk , 581 Fleitmannâ   s test , 283 Flowers of sulphur , 150 Fluorescein , 89 , 465 Fluorescence , 58 Fluorin , 148 Fluospar , 148 Folin and Macallum test for uric acid , 613 Folinâ   s test for ammonia in acidosis , 628 for urea , 610 Food , absorption of , 548 animal , 549 energy of , 549 fats of , 549 fuel value of , 549 plants , 549 proteins of , 549 Food - poisoning , 527 Force , 73 , 548 F ' ormaldehyd , 407 , 438 , 582 after taking hexamethylenamin , 649 Formalin , 408 , 438 , 582 Formamid , 503 Formic acid , 407 , 410 aldehyd , 407 Formin , 504 Formose , 438 Formulas , chemical , 112 , 368 constitutional , 115 , 371 empiric , 112 , 368 graphic , 1 15 , 371 molecular , 112 , 368 rational , 112 structural , 371 Fowlerâ   s solution , 287 Fractional distillation , 354 Fraunhoferâ   s lines , 56 Freezene , 409 , 582 Freezing mixtures , 37 point , 35 , 96 Frohdeâ   s reaction , 522 , 533 Fructose , 436 , 437 Fruit essences , 434 Fruit - sugar , 437 Fuel oil , 380 Fusel oil , 396 , 400 Fusing point , 35 Galactase , 573 Galactose , 438 , 442 Galena , 321 Gallic acid , 474 Gallium , 117 , 252 Gall - stones , 567 Galvanic cell , 45 current , 45 Galvanized iron , 354 Gas analysis , 84 definition of , 29 illuminating , 373 , 383 natural , 379 tension , 29 Gasoline , 380 Gastric acids , 555 contents , 552 ^ juice , 552 Gay Lussacâ   s law , 30 , in Gelatin , 535 Gelsemium , 523 fatal dose of , 523 period of , 523 separation from tissues and organs , 528 symptoms of poisoning by , 523 tests for , 523 toxicology , 523 Geranium , 117 German silver , 358 Germs in milk , 580 in stomach , 555 INDEX 663 Gin , 398 Glacial acetic acid , 410 phosphoric acid , 189 Glass , 206 Glauberâ   s salt , 225 Globin , 534 Globulin , 534 Globulose , 534 Glonoin , 432 Glucinum , 117 Gluconic acid , 437 Glucoproteins , 534 , 538 Glucosamin , 506 , 532 , 542 Glucose , 396 , 436 , 448 , 544 Glucosids , 446 , 468 , 546 Glue , 535 Glutaric acid , 422 , 532 Gluten , 443 Glycerids , 418 Glycerin , 402 , 428 arsenic in , 288 cupric test for glucose , 552 Glycerites , 403 Glycerol , 402 Glyceryl trinitrate , 432 Glycin , 469 , 505 Glycocholic acid , 422 , 505 Glycocoll , 470 , 505 , 532 , 543 Glycogen , 444 Glycols , 402 , 422 Glycoproteins , 538 Glycosuria , 448 Glycozone , 86 Glycuronic acid , 437 , 625 Glyzylalanin , 541 Gmelinâ   s test , 569 , 640 Gold , 359 .	1915	jw266195
